coord_sys_code, west_bound_lon, north_bound_lat, east_bound_lon, south_bound_lat
4410,-126.0,49.09,-119.99,30.54
4411,-120.0,49.01,-114.0,30.88
4412,-114.0,49.01,-108.0,31.33
4413,-108.0,49.01,-102.0,28.98
4414,144.58,13.7,145.01,13.18
4415,21.74,-4.99,30.78,-13.46
4417,19.5,49.59,22.5,46.1
4418,-78.0,45.03,-72.0,28.28
4419,-72.0,47.47,-65.99,33.61
4420,174.0,56.67,180.0,47.92
4421,-180.0,63.21,-173.99,47.88
4422,-174.0,73.05,-167.99,48.66
4423,-168.0,74.29,-161.99,49.52
4424,-162.0,74.71,-155.99,50.98
4425,-156.0,74.71,-149.99,52.15
4426,-150.0,74.13,-143.99,54.05
4427,-144.0,73.59,-137.99,53.47
4428,-138.0,73.04,-131.99,53.6
4429,-132.0,56.84,-126.0,35.38
4430,-126.0,49.09,-119.99,30.54
4431,-120.0,49.01,-114.0,30.88
4432,-114.0,49.01,-108.0,31.33
4433,-108.0,49.01,-102.0,28.98
4434,22.5,49.1,22.9,47.76
4437,-67.97,18.57,-64.51,17.62
4438,-78.0,45.03,-72.0,28.28
4439,-72.0,47.47,-65.99,33.61
4440,160.6,-25.88,-171.2,-55.95
4455,-80.53,41.18,-74.72,39.71
4456,-74.26,41.3,-71.8,40.47
4457,-104.07,45.95,-96.45,44.14
4458,166.37,-44.52,169.95,-46.73
4462,112.85,-9.86,153.69,-43.7
4463,-57.1,47.37,-55.9,43.41
4465,-57.1,47.37,-55.9,43.41
4466,-57.1,47.37,-55.9,43.41
4467,-57.1,47.37,-55.9,43.41
4468,43.68,-11.33,46.7,-14.49
4469,43.68,-11.33,46.7,-14.49
4470,43.68,-11.33,46.7,-14.49
4471,43.68,-11.33,46.7,-14.49
4472,44.98,-12.61,45.35,-13.05
4473,44.98,-12.61,45.35,-13.05
4474,44.98,-12.61,45.35,-13.05
4475,44.98,-12.61,45.35,-13.05
4479,73.62,53.56,134.77,16.7
4480,73.62,53.56,134.77,16.7
4481,-122.19,32.72,-84.64,12.1
4482,-122.19,32.72,-84.64,12.1
4483,-122.19,32.72,-84.64,12.1
4484,-122.19,32.72,-114.0,15.01
4485,-114.0,32.27,-108.0,15.09
4486,-108.0,31.79,-102.0,14.05
4487,-102.0,29.81,-96.0,12.3
4488,-96.0,26.0,-90.0,12.1
4489,-90.0,25.77,-84.64,17.81
4490,73.62,53.56,134.77,16.7
4491,73.62,41.07,78.01,35.42
4492,77.98,47.23,84.0,29.16
4493,84.0,49.18,90.0,27.32
4494,90.0,47.9,96.01,27.71
4495,96.0,43.18,102.01,21.13
4496,102.0,42.47,108.0,17.75
4497,108.0,45.11,114.0,16.7
4498,114.0,51.52,120.0,19.02
4499,120.0,53.56,126.0,24.64
4500,126.0,52.79,132.0,29.7
4501,132.0,48.4,134.77,45.02
4502,73.62,41.07,78.01,35.42
4503,77.98,47.23,84.0,29.16
4504,84.0,49.18,90.0,27.32
4505,90.0,47.9,96.01,27.71
4506,96.0,43.18,102.01,21.13
4507,102.0,42.47,108.0,17.75
4508,108.0,45.11,114.0,16.7
4509,114.0,51.52,120.0,19.02
4510,120.0,53.56,126.0,24.64
4511,126.0,52.79,132.0,29.7
4512,132.0,48.4,134.77,45.02
4513,73.62,40.65,76.5,35.81
4514,76.5,41.83,79.5,31.03
4515,79.5,45.88,82.51,29.95
4516,82.5,47.23,85.5,28.26
4517,85.5,49.18,88.5,27.8
4518,88.49,48.42,91.51,27.32
4519,91.5,45.13,94.5,27.71
4520,94.5,44.5,97.51,28.23
4521,97.5,42.76,100.5,21.43
4522,100.5,42.69,103.5,21.13
4523,103.5,42.21,106.5,22.5
4524,106.5,42.47,109.5,18.19
4525,109.5,45.11,112.5,18.11
4526,112.5,45.45,115.5,21.52
4527,115.5,49.88,118.5,22.6
4528,118.5,53.33,121.5,24.43
4529,121.5,53.56,124.5,28.22
4530,124.5,53.2,127.5,40.19
4531,127.5,50.25,130.5,41.37
4532,130.5,48.88,133.5,42.42
4533,133.5,48.4,134.77,45.85
4534,73.62,40.65,76.5,35.81
4535,76.5,41.83,79.5,31.03
4536,79.5,45.88,82.51,29.95
4537,82.5,47.23,85.5,28.26
4538,85.5,49.18,88.5,27.8
4539,88.49,48.42,91.51,27.32
4540,91.5,45.13,94.5,27.71
4541,94.5,44.5,97.51,28.23
4542,97.5,42.76,100.5,21.43
4543,100.5,42.69,103.5,21.13
4544,103.5,42.21,106.5,22.5
4545,106.5,42.47,109.5,18.19
4546,109.5,45.11,112.5,18.11
4547,112.5,45.45,115.5,21.52
4548,115.5,49.88,118.5,22.6
4549,118.5,53.33,121.5,24.43
4550,121.5,53.56,124.5,28.22
4551,124.5,53.2,127.5,40.19
4552,127.5,50.25,130.5,41.37
4553,130.5,48.88,133.5,42.42
4554,133.5,48.4,134.77,45.85
4555,73.62,53.56,134.77,18.11
4556,-63.66,18.54,-57.52,14.08
4557,-63.66,18.54,-57.52,14.08
4558,-63.66,18.54,-57.52,14.08
4559,-63.66,18.32,-60.0,14.08
4568,73.62,41.07,78.01,35.42
4569,77.98,47.23,84.0,29.16
4570,84.0,49.18,90.0,27.32
4571,90.0,47.9,96.01,27.71
4572,96.0,43.18,102.01,21.13
4573,102.0,42.47,108.0,21.53
4574,108.0,45.11,114.0,18.11
4575,114.0,51.52,120.0,22.14
4576,120.0,53.56,126.0,26.34
4577,126.0,52.79,132.0,40.89
4578,132.0,48.4,134.77,45.02
4579,73.62,41.07,78.01,35.42
4580,77.98,47.23,84.0,29.16
4581,84.0,49.18,90.0,27.32
4582,90.0,47.9,96.01,27.71
4583,96.0,43.18,102.01,21.13
4584,102.0,42.47,108.0,21.53
4585,108.0,45.11,114.0,18.11
4586,114.0,51.52,120.0,22.14
4587,120.0,53.56,126.0,26.34
4588,126.0,52.79,132.0,40.89
4589,132.0,48.4,134.77,45.02
4600,-63.22,18.33,-62.92,18.11
4601,-61.95,17.22,-61.61,16.94
4602,-61.55,15.69,-61.2,15.14
4603,-61.84,12.57,-61.35,11.94
4604,-62.29,16.87,-62.08,16.62
4605,-62.92,17.46,-62.5,17.06
4606,-61.13,14.16,-60.82,13.66
4607,-61.52,13.44,-61.07,12.54
4608,-95.16,56.9,-74.35,41.67
4609,-79.85,62.62,-57.1,44.99
4610,73.62,53.56,134.77,18.11
4611,113.76,22.58,114.51,22.13
4612,122.38,46.05,157.65,17.09
4613,114.55,4.29,119.06,-4.24
4614,50.69,26.2,51.68,24.55
4615,-17.31,33.15,-16.23,32.35
4616,-16.11,30.21,-15.79,29.98
4617,-141.01,86.46,-47.74,40.04
4618,-81.41,12.52,-25.28,-55.96
4619,10.03,69.07,24.17,54.96
4620,-17.19,15.7,30.42,10.26
4621,-63.21,18.17,-62.73,17.82
4622,-61.85,16.55,-60.97,15.8
4623,-54.45,5.81,-51.61,3.43
4624,-54.6,8.88,-49.46,2.11
4625,-61.29,14.93,-60.76,14.35
4626,55.16,-20.81,55.91,-21.42
4627,51.83,-18.28,58.24,-24.72
4628,-150.0,-17.41,-149.11,-17.93
4629,-151.91,-16.17,-150.89,-16.96
4630,-140.31,-8.72,-139.44,-9.57
4631,68.69,-48.6,70.62,-49.78
4632,44.98,-12.61,45.35,-13.05
4633,166.98,-20.62,167.52,-21.24
4634,163.92,-20.03,167.09,-22.45
4635,166.44,-20.34,166.71,-20.77
4636,139.44,-66.1,141.5,-66.78
4637,136.0,-65.61,142.0,-67.13
4638,-56.48,47.19,-56.07,46.69
4639,-176.25,-13.16,-176.07,-13.41
4640,-63.66,18.54,-57.52,14.08
4641,167.75,-21.32,168.19,-21.71
4642,167.36,-22.49,167.61,-22.73
4643,163.54,-19.5,163.75,-19.85
4644,166.35,-22.19,166.54,-22.37
4645,156.25,-14.83,174.28,-26.45
4646,43.16,-11.31,43.55,-11.99
4647,6.0,55.47,12.0,47.27
4652,73.62,40.65,76.5,35.81
4653,76.5,41.83,79.5,31.03
4654,79.5,45.88,82.51,29.95
4655,82.5,47.23,85.5,28.26
4656,85.5,49.18,88.5,27.8
4657,-24.66,66.59,-13.38,63.34
4658,-24.66,66.59,-13.38,63.34
4659,-30.87,69.59,-5.55,59.96
4660,-9.17,71.24,-7.87,70.75
4661,19.06,58.09,28.24,55.67
4662,163.92,-20.03,167.09,-22.45
4663,-17.31,33.15,-16.23,32.35
4664,-25.92,37.96,-24.62,36.87
4665,-28.9,39.14,-26.97,38.32
4666,-9.56,42.16,-6.19,36.95
4667,46.36,30.32,48.61,29.06
4668,-10.56,71.21,31.59,34.88
4669,19.02,56.45,26.82,53.89
4670,5.93,47.1,18.99,34.76
4671,-2.95,37.14,9.09,31.99
4672,-177.25,-43.3,-175.54,-44.64
4673,-177.25,-43.3,-175.54,-44.64
4674,-122.19,32.72,-25.28,-59.87
4675,144.58,13.7,145.01,13.18
4676,100.09,22.5,107.7,13.92
4677,100.09,22.5,107.7,13.92
4678,100.09,22.5,107.7,13.92
4679,-17.08,21.34,-15.88,19.37
4680,-16.57,19.41,-15.59,16.81
4681,-20.04,27.3,-4.8,14.72
4682,88.01,26.64,92.67,18.56
4683,116.04,22.18,129.95,3.0
4684,72.81,7.08,73.69,-0.69
4685,11.79,5.39,31.31,-13.46
4686,-84.77,15.51,-66.87,-4.23
4687,-158.13,-4.52,-131.97,-31.24
4688,-138.75,-10.36,-138.54,-10.6
4689,-139.23,-9.64,-138.75,-10.08
4690,-149.7,-17.44,-149.09,-17.93
4691,-150.0,-17.41,-149.73,-17.63
4692,-152.39,-16.34,-152.14,-16.57
4693,51.8,28.2,53.01,27.3
4694,-73.59,-21.78,-52.63,-58.41
4695,21.74,-4.99,30.78,-13.46
4696,21.5,-5.01,26.26,-7.31
4697,12.17,-3.29,29.64,-7.36
4698,68.69,-48.6,70.62,-49.78
4699,57.25,-19.94,57.85,-20.57
4700,-17.08,27.3,-4.8,14.72
4701,12.17,-4.28,16.28,-6.04
4702,-20.04,27.3,-4.8,14.72
4703,10.53,-4.38,13.1,-6.04
4704,10.53,-4.38,13.1,-6.04
4705,10.53,-5.05,12.37,-6.04
4706,32.34,30.01,34.27,27.19
4707,-166.36,23.93,-166.03,23.69
4708,96.76,-11.76,96.99,-12.27
4709,141.2,24.89,141.42,24.67
4710,-5.85,-15.85,-5.58,-16.08
4711,153.91,24.35,154.05,24.22
4712,-14.46,-7.83,-14.24,-8.03
4713,41.75,12.72,44.15,10.94
4714,168.09,-17.37,169.95,-20.31
4715,165.73,-77.17,167.43,-77.94
4716,-174.6,-2.68,-170.66,-4.76
4717,-82.33,30.83,-72.68,20.86
4718,155.62,-6.55,162.44,-10.9
4719,-109.51,-27.01,-109.16,-27.25
4720,176.81,-12.42,-178.15,-20.81
4721,176.81,-16.1,-179.77,-19.22
4722,-38.08,-53.93,-35.74,-54.95
4723,-81.46,19.41,-81.04,19.21
4724,72.3,-7.18,72.55,-7.49
4725,-169.59,16.79,-169.47,16.67
4726,-80.14,19.78,-79.69,19.63
4727,-177.45,28.28,-177.31,28.13
4728,-18.22,29.3,-13.37,27.58
4729,-130.16,-25.0,-130.01,-25.14
4730,166.47,-14.57,168.71,-17.32
4731,177.19,-17.25,178.75,-18.32
4732,162.27,19.38,167.82,8.66
4733,166.55,19.38,166.72,19.22
4734,-12.76,-37.0,-9.8,-40.42
4735,162.85,5.43,163.1,5.21
4736,-60.89,-62.82,-60.35,-63.08
4737,122.71,40.27,134.28,28.6
4738,113.76,22.58,114.51,22.13
4739,113.76,22.58,114.51,22.13
4740,-180.0,90.0,180.0,-90.0
4741,-7.49,62.41,-6.33,61.33
4742,98.02,7.81,119.61,0.85
4743,38.79,37.39,48.61,29.06
4744,38.79,37.39,51.06,29.06
4745,11.89,51.66,15.04,50.2
4746,9.92,51.64,12.56,50.2
4747,-75.0,87.03,8.12,56.38
4748,178.42,-16.1,-179.77,-17.07
4749,156.25,-14.83,174.28,-26.45
4750,166.44,-20.34,166.71,-20.77
4751,99.59,6.72,104.6,1.13
4752,177.19,-17.25,178.75,-18.32
4753,-7.49,62.41,-6.33,61.33
4754,9.31,35.23,26.21,19.5
4755,92.01,7.79,141.46,-13.95
4756,102.14,23.33,109.52,8.5
4757,103.59,1.47,104.07,1.13
4758,-80.6,19.36,-74.51,14.08
4759,167.65,74.71,-63.88,14.92
4760,-180.0,90.0,180.0,-90.0
4761,13.0,46.54,19.43,41.62
4762,-68.83,35.73,-60.7,28.91
4763,-130.16,-25.0,-130.01,-25.14
4764,144.99,-59.99,-144.99,-90.0
4765,13.38,46.88,16.61,45.42
4766,88.49,48.42,91.51,27.32
4767,91.5,45.13,94.5,27.71
4768,94.5,44.5,97.51,28.23
4769,97.5,42.76,100.5,21.43
4770,100.5,42.69,103.5,21.13
4771,103.5,42.21,106.5,22.5
4772,106.5,42.47,109.5,18.19
4773,109.5,45.11,112.5,18.11
4774,112.5,45.45,115.5,21.52
4775,115.5,49.88,118.5,22.6
4776,118.5,53.33,121.5,24.43
4777,121.5,53.56,124.5,28.22
4778,124.5,53.2,127.5,40.19
4779,127.5,50.25,130.5,41.37
4780,130.5,48.88,133.5,42.42
4781,133.5,48.4,134.77,45.85
4782,73.62,40.65,76.5,35.81
4783,76.5,41.83,79.5,31.03
4784,79.5,45.88,82.51,29.95
4785,82.5,47.23,85.5,28.26
4786,85.5,49.18,88.5,27.8
4787,88.49,48.42,91.51,27.32
4788,91.5,45.13,94.5,27.71
4789,94.5,44.5,97.51,28.23
4790,97.5,42.76,100.5,21.43
4791,100.5,42.69,103.5,21.13
4792,103.5,42.21,106.5,22.5
4793,106.5,42.47,109.5,18.19
4794,109.5,45.11,112.5,18.11
4795,112.5,45.45,115.5,21.52
4796,115.5,49.88,118.5,22.6
4797,118.5,53.33,121.5,24.43
4798,121.5,53.56,124.5,28.22
4799,124.5,53.2,127.5,40.19
4800,127.5,50.25,130.5,41.37
4801,5.96,47.81,10.49,45.82
4802,-79.1,12.52,-66.87,-4.23
4803,-9.56,42.16,-6.19,36.95
4804,118.71,-1.88,120.78,-6.54
4805,9.53,49.02,23.04,40.85
4806,5.93,47.1,18.99,34.76
4807,-4.87,51.14,9.63,41.31
4808,95.16,5.97,106.13,-5.99
4809,2.5,51.51,6.4,49.5
4810,43.18,-11.89,50.56,-25.64
4811,-2.95,37.14,9.09,31.99
4812,130.5,48.88,133.5,42.42
4813,105.06,-5.83,115.77,-8.91
4814,10.93,69.07,24.17,55.28
4815,19.57,41.75,28.3,34.88
4816,7.49,37.4,11.59,30.23
4817,4.68,71.21,31.22,57.93
4818,12.09,51.06,22.56,47.73
4819,-13.17,37.34,11.99,18.98
4820,114.55,4.29,119.06,-4.24
4821,-2.95,37.14,9.09,31.99
4822,133.5,48.4,134.77,45.85
4823,6.41,0.46,6.82,-0.04
4824,7.27,1.76,7.52,1.48
4826,-28.85,20.54,-19.53,11.47
4839,5.86,55.09,15.04,47.27
4855,4.68,62.49,6.0,58.32
4856,6.0,63.02,7.0,57.93
4857,7.0,63.52,8.0,57.93
4858,8.0,63.87,9.0,58.03
4859,9.0,64.16,10.0,58.52
4860,10.0,65.04,11.0,58.9
4861,11.0,65.76,12.0,58.88
4862,12.0,68.15,13.0,59.88
4863,13.0,68.37,14.0,64.01
4864,14.0,69.05,15.0,64.03
4865,15.0,69.35,16.0,66.14
4866,16.0,69.45,17.0,66.88
4867,17.0,69.68,18.0,67.94
4868,18.0,70.27,19.0,68.04
4869,19.0,70.34,20.0,68.33
4870,20.0,70.29,21.0,68.37
4871,21.0,70.71,22.0,69.03
4872,22.0,70.81,23.0,68.69
4873,23.0,71.08,24.0,68.62
4874,24.0,71.16,25.0,68.58
4875,25.0,71.21,26.0,68.59
4876,26.0,71.17,27.0,69.71
4877,27.0,71.17,28.0,69.9
4878,28.0,71.13,29.0,69.03
4879,29.0,70.93,30.0,69.02
4880,30.0,70.77,31.22,69.46
4882,13.38,46.88,16.61,45.42
4883,13.38,46.88,16.61,45.42
4884,144.99,-59.99,-144.99,-90.0
4885,144.99,-59.99,-144.99,-90.0
4886,-68.83,35.73,-60.7,28.91
4887,-68.83,35.73,-60.7,28.91
4888,13.0,46.54,19.43,41.62
4889,13.0,46.54,19.43,41.62
4890,-180.0,90.0,180.0,-90.0
4891,-180.0,90.0,180.0,-90.0
4892,167.65,74.71,-63.88,14.92
4893,167.65,74.71,-63.88,14.92
4894,-80.6,19.36,-74.51,14.08
4895,-80.6,19.36,-74.51,14.08
4896,-180.0,90.0,180.0,-90.0
4897,92.01,7.79,141.46,-13.95
4898,92.01,7.79,141.46,-13.95
4899,9.31,35.23,26.21,19.5
4900,9.31,35.23,26.21,19.5
4901,-4.87,51.14,8.23,42.33
4902,6.84,49.07,8.23,47.42
4903,-9.37,43.82,3.39,35.95
4904,-9.56,42.16,-6.19,36.95
4906,156.25,-14.83,174.28,-26.45
4907,156.25,-14.83,174.28,-26.45
4908,-75.0,87.03,8.12,56.38
4909,-75.0,87.03,8.12,56.38
4910,-180.0,90.0,180.0,-90.0
4911,-180.0,90.0,180.0,-90.0
4912,-180.0,90.0,180.0,-90.0
4913,-180.0,90.0,180.0,-90.0
4914,-180.0,90.0,180.0,-90.0
4915,-180.0,90.0,180.0,-90.0
4916,-180.0,90.0,180.0,-90.0
4917,-180.0,90.0,180.0,-90.0
4918,-180.0,90.0,180.0,-90.0
4919,-180.0,90.0,180.0,-90.0
4920,98.02,7.81,119.61,0.85
4921,98.02,7.81,119.61,0.85
4922,-180.0,90.0,180.0,-90.0
4923,-180.0,90.0,180.0,-90.0
4924,-20.04,27.3,-4.8,14.72
4925,-20.04,27.3,-4.8,14.72
4926,122.71,40.27,134.28,28.6
4927,122.71,40.27,134.28,28.6
4928,-73.59,-21.78,-52.63,-58.41
4929,-73.59,-21.78,-52.63,-58.41
4930,45.0,-60.0,160.0,-90.0
4931,45.0,-60.0,160.0,-90.0
4932,5.96,47.81,10.49,45.82
4933,5.96,47.81,10.49,45.82
4934,20.37,60.0,28.2,57.52
4935,20.37,60.0,28.2,57.52
4936,-16.1,84.17,40.18,32.88
4937,-16.1,84.17,40.18,32.88
4938,93.41,-8.47,173.35,-60.56
4939,93.41,-8.47,173.35,-60.56
4940,13.33,-22.13,42.85,-50.32
4941,13.33,-22.13,42.85,-50.32
4942,-10.56,55.43,-5.34,51.39
4943,-10.56,55.43,-5.34,51.39
4944,-30.87,69.59,-5.55,59.96
4945,-30.87,69.59,-5.55,59.96
4946,122.38,46.05,157.65,17.09
4947,122.38,46.05,157.65,17.09
4948,19.06,58.09,28.24,55.67
4949,19.06,58.09,28.24,55.67
4950,19.02,56.45,26.82,53.89
4951,19.02,56.45,26.82,53.89
4952,30.21,-10.09,43.03,-27.71
4953,30.21,-10.09,43.03,-27.71
4954,-141.01,86.46,-47.74,40.04
4955,-141.01,86.46,-47.74,40.04
4956,144.58,49.38,-64.51,-14.59
4957,144.58,49.38,-64.51,-14.59
4958,160.6,-25.88,-171.2,-55.95
4959,160.6,-25.88,-171.2,-55.95
4960,-73.59,-21.78,-52.63,-58.41
4961,-73.59,-21.78,-52.63,-58.41
4962,-73.38,16.75,-58.95,0.64
4963,-73.38,16.75,-58.95,0.64
4964,-9.86,51.56,10.38,41.15
4965,-9.86,51.56,10.38,41.15
4966,-54.6,8.88,-49.46,2.11
4967,-54.6,8.88,-49.46,2.11
4968,156.25,-14.83,174.28,-26.45
4969,156.25,-14.83,174.28,-26.45
4970,51.83,-18.28,58.24,-24.72
4971,51.83,-18.28,58.24,-24.72
4972,-63.66,18.54,-57.52,14.08
4973,-63.66,18.54,-57.52,14.08
4974,-113.21,16.75,-26.0,-59.87
4975,-113.21,16.75,-26.0,-59.87
4976,10.03,69.07,24.17,54.96
4977,10.03,69.07,24.17,54.96
4978,-180.0,90.0,180.0,-90.0
4979,-180.0,90.0,180.0,-90.0
4980,41.08,19.0,57.96,8.95
4981,41.08,19.0,57.96,8.95
4982,5.93,47.1,18.99,34.76
4983,5.93,47.1,18.99,34.76
4984,-180.0,90.0,180.0,-90.0
4985,-180.0,90.0,180.0,-90.0
4986,-180.0,90.0,180.0,-90.0
4987,-180.0,90.0,180.0,-90.0
4988,-122.19,32.72,-25.28,-59.87
4989,-122.19,32.72,-25.28,-59.87
4990,100.09,22.5,107.7,13.92
4991,100.09,22.5,107.7,13.92
4992,100.09,22.5,107.7,13.92
4993,100.09,22.5,107.7,13.92
4994,116.04,22.18,129.95,3.0
4995,116.04,22.18,129.95,3.0
4996,-84.77,15.51,-66.87,-4.23
4997,-84.77,15.51,-66.87,-4.23
4998,-158.13,-4.52,-131.97,-31.24
4999,-158.13,-4.52,-131.97,-31.24
5011,-35.58,43.07,-12.48,29.24
5012,-35.58,43.07,-12.48,29.24
5013,-35.58,43.07,-12.48,29.24
5014,-35.58,43.07,-30.0,35.25
5015,-30.0,42.96,-24.0,33.52
5016,-18.0,36.46,-12.48,29.24
5017,-9.56,42.16,-6.19,36.95
5018,-9.56,42.16,-6.19,36.95
5041,-180.0,90.0,180.0,60.0
5042,-180.0,-60.0,180.0,-90.0
5048,19.08,70.09,31.59,58.84
5069,-124.79,49.38,-66.91,24.41
5070,-124.79,49.38,-66.91,24.41
5071,-124.79,49.38,-66.91,24.41
5072,-124.79,49.38,-66.91,24.41
5105,4.68,62.49,6.0,58.32
5106,6.0,63.02,7.0,57.93
5107,7.0,63.52,8.0,57.93
5108,8.0,63.87,9.0,58.03
5109,9.0,64.16,10.0,58.52
5110,10.0,65.04,11.0,58.9
5111,11.0,65.76,12.0,58.88
5112,12.0,68.15,13.0,59.88
5113,13.0,68.37,14.0,64.01
5114,14.0,69.05,15.0,64.03
5115,15.0,69.35,16.0,66.14
5116,16.0,69.45,17.0,66.88
5117,17.0,69.68,18.0,67.94
5118,18.0,70.27,19.0,68.04
5119,19.0,70.34,20.0,68.33
5120,20.0,70.29,21.0,68.37
5121,21.0,70.71,22.0,69.03
5122,22.0,70.81,23.0,68.69
5123,23.0,71.08,24.0,68.62
5124,24.0,71.16,25.0,68.58
5125,25.0,71.21,26.0,68.59
5126,26.0,71.17,27.0,69.71
5127,27.0,71.17,28.0,69.9
5128,28.0,71.13,29.0,69.03
5129,29.0,70.93,30.0,69.02
5130,30.0,70.77,31.22,69.46
5132,122.83,45.54,154.05,20.37
5167,130.71,37.62,131.01,37.39
5168,126.09,33.61,127.01,33.14
5169,124.27,40.9,126.0,33.99
5170,126.0,41.8,128.0,33.14
5171,128.0,43.01,130.0,34.49
5172,130.0,42.98,131.01,37.39
5173,124.53,38.04,126.0,33.99
5174,126.0,38.33,128.0,33.96
5175,126.09,33.61,127.01,33.14
5176,128.0,38.64,129.65,34.49
5177,130.71,37.62,131.01,37.39
5178,124.53,38.64,131.01,33.14
5179,122.71,40.27,134.28,28.6
5180,124.53,38.04,126.0,33.99
5181,126.0,38.33,128.0,33.96
5182,126.09,33.61,127.01,33.14
5183,128.0,38.64,129.65,34.49
5184,130.71,37.62,131.01,37.39
5185,124.53,38.04,126.0,33.99
5186,126.0,38.33,128.0,33.14
5187,128.0,38.64,129.65,34.49
5188,130.71,37.62,131.01,37.39
5193,125.75,38.64,129.65,33.96
5195,13.38,46.88,23.04,40.85
5214,6.62,47.1,18.58,36.59
5221,12.09,51.06,22.56,47.73
5223,8.65,2.32,14.52,-3.98
5224,12.09,51.06,18.86,48.58
5225,12.09,51.06,18.86,48.58
5228,12.09,51.06,18.86,48.58
5229,12.09,51.06,18.86,48.58
5233,79.64,9.88,81.95,5.86
5234,79.64,9.88,81.95,5.86
5235,79.64,9.88,81.95,5.86
5237,79.64,9.88,81.95,5.86
5243,5.86,55.09,15.04,47.27
5244,112.37,6.31,115.37,4.01
5245,112.37,6.31,115.37,4.01
5246,112.37,6.31,115.37,4.01
5247,112.37,6.31,115.37,4.01
5250,25.62,43.45,44.83,34.42
5251,25.62,43.45,44.83,34.42
5252,25.62,43.45,44.83,34.42
5253,25.62,42.11,28.5,36.5
5254,28.5,41.46,31.5,36.06
5255,31.5,42.07,34.5,35.97
5256,34.5,42.15,37.5,35.81
5257,37.5,41.19,40.5,36.66
5258,40.5,41.6,43.5,37.02
5259,43.5,41.02,44.83,36.97
5262,88.74,28.33,92.13,26.7
5263,88.74,28.33,92.13,26.7
5264,88.74,28.33,92.13,26.7
5266,88.74,28.33,92.13,26.7
5269,25.62,42.11,28.5,36.5
5270,28.5,41.46,31.5,36.06
5271,31.5,42.07,34.5,35.97
5272,34.5,42.15,37.5,35.81
5273,37.5,41.19,40.5,36.66
5274,40.5,41.6,43.5,37.02
5275,43.5,41.02,44.83,36.97
5292,90.46,28.09,91.02,27.33
5293,89.26,27.32,89.83,26.71
5294,89.63,27.29,90.08,26.7
5295,89.44,28.33,90.47,27.72
5296,88.9,27.62,89.39,27.02
5297,90.77,28.09,91.49,27.39
5298,90.95,27.61,91.5,26.93
5299,89.12,27.79,89.56,27.18
5300,91.0,27.18,91.56,26.78
5301,89.63,27.87,90.08,27.46
5302,91.39,27.25,92.13,26.79
5303,88.74,27.28,89.38,26.8
5304,90.01,27.23,90.78,26.73
5305,89.22,28.01,89.77,27.14
5306,91.37,27.49,92.13,27.01
5307,90.26,27.79,90.76,27.13
5308,90.0,27.2,90.35,26.81
5309,89.71,28.08,90.54,27.11
5310,91.34,28.0,91.77,27.37
5311,90.53,27.39,91.19,26.77
5316,-13.91,65.7,-0.48,59.94
5317,-7.49,62.41,-6.33,61.33
5318,-7.49,62.41,-6.33,61.33
5320,-95.16,56.9,-74.35,41.67
5321,-95.16,56.9,-74.35,41.67
5322,-30.87,69.59,-5.55,59.96
5323,-30.87,69.59,-5.55,59.96
5324,-30.87,69.59,-5.55,59.96
5325,-30.87,69.59,-5.55,59.96
5329,114.55,4.29,119.06,-4.24
5330,105.06,-5.83,115.77,-8.91
5331,118.71,-1.88,120.78,-6.54
5332,-180.0,90.0,180.0,-90.0
5336,39.99,43.59,46.72,41.04
5337,-36.0,0.0,-30.0,-20.11
5340,-73.59,-21.78,-52.63,-58.41
5341,-73.59,-21.78,-52.63,-58.41
5342,-73.59,-21.78,-52.63,-58.41
5343,-73.59,-36.16,-70.5,-52.0
5344,-70.5,-24.08,-67.49,-54.9
5345,-67.5,-21.78,-64.49,-55.11
5346,-64.5,-21.99,-61.5,-54.91
5347,-61.51,-23.37,-58.5,-39.06
5348,-58.5,-24.84,-55.49,-38.59
5349,-55.5,-25.49,-53.65,-28.11
5352,-69.66,-9.67,-57.52,-22.91
5353,-69.66,-9.67,-57.52,-22.91
5354,-69.66,-9.67,-57.52,-22.91
5355,-66.0,-9.67,-60.0,-22.87
5356,-69.66,-9.77,-66.0,-22.91
5357,-60.0,-16.27,-57.52,-20.17
5358,-113.21,-17.5,-65.72,-59.87
5359,-113.21,-17.5,-65.72,-59.87
5360,-113.21,-17.5,-65.72,-59.87
5361,-72.0,-17.5,-66.0,-59.87
5362,-78.0,-18.35,-71.99,-59.36
5363,-90.45,11.77,-81.43,2.15
5364,-90.45,11.77,-81.43,2.15
5365,-90.45,11.77,-81.43,2.15
5367,-86.5,11.77,-81.43,2.21
5368,-84.32,12.51,-77.04,5.0
5369,-84.68,-0.03,-68.67,-21.05
5370,-84.32,12.51,-77.04,5.0
5371,-84.32,12.51,-77.04,5.0
5372,-84.68,-0.03,-68.67,-21.05
5373,-84.68,-0.03,-68.67,-21.05
5379,-58.49,-30.09,-50.01,-37.77
5380,-58.49,-30.09,-50.01,-37.77
5381,-58.49,-30.09,-50.01,-37.77
5382,-58.49,-30.09,-54.0,-36.63
5383,-54.0,-31.9,-50.01,-37.77
5387,-78.0,-0.03,-72.0,-21.05
5388,-84.0,-3.11,-78.0,-17.33
5389,-72.0,-2.14,-68.67,-20.44
5391,-91.43,14.44,-87.65,9.97
5392,-91.43,14.44,-87.65,9.97
